time,temp,hum,press,level,gap,force,position,speed,rpm,deviation
15096,60,765,172,499,415,39,748.3839,17.1157,715.9588,478.9567
15097,27,400,754,834,402,200,915.6725,923.2459,693.8596,969.5125
15098,386,429,316,624,501,954,2.3058,416.6627,211.923,228.1001
15099,993,354,109,39,146,482,329.6407,551.2189,419.5618,376.891
15100,321,144,562,290,887,301,575.7125,956.0661,284.9148,410.6668
15101,900,390,761,134,265,662,715.5476,74.9904,565.1693,402.9852
15102,147,210,670,363,736,77,203.7746,247.3137,961.0829,843.446
15103,144,716,366,324,38,980,172.0086,265.5533,406.5651,396.384
15104,520,458,859,369,698,398,152.2334,971.8724,473.2399,921.5577
15105,822,5,678,324,416,492,338.3921,34.6224,728.1211,575.7144
15106,366,799,502,690,102,340,114.8616,542.7461,751.5353,971.6729
15107,778,558,570,879,682,819,777.4929,676.5552,100.6693,705.7707
15108,952,178,290,458,574,864,416.1424,931.4169,158.163,890.9816
15109,596,504,450,169,2,702,860.2612,805.6872,618.7911,979.243
15110,79,7,300,206,354,286,2.5897,312.0162,307.9381,437.4958
15111,262,811,394,348,284,624,591.7646,401.5784,926.4577,394.8734
15112,123,64,474,221,291,327,57.2959,272.971,317.573,83.9098
15113,839,610,618,516,695,843,114.9057,190.7368,722.381,474.3496
15114,465,916,330,42,396,950,881.2676,545.9744,865.438,817.0757
15115,977,725,790,150,424,201,846.1391,247.6759,674.829,862.7027
15116,912,528,921,249,489,931,318.2962,608.8687,542.3463,514.5911
15117,659,441,168,594,698,624,897.199,3.3909,965.7923,530.9142
15118,375,222,145,67,184,744,826.1133,240.4004,898.4359,571.4438
15119,775,131,958,663,403,903,252.1205,902.2982,925.6692,126.8131
15120,89,106,371,54,148,524,812.4033,533.8589,36.9394,130.4637
15121,774,662,966,148,98,791,238.2593,872.8623,175.3501,36.5774
15122,551,366,294,331,478,408,362.0639,97.29,272.6322,898.2459
15123,965,245,311,356,17,347,73.4513,960.9645,445.5873,198.2671
15124,181,16,221,185,189,323,667.8331,267.7342,964.0725,29.1337
15125,720,925,765,780,797,149,965.6055,544.9418,290.4372,447.107
15126,783,701,880,846,353,91,527.4417,200.3469,33.7842,127.5874
15127,699,482,195,712,119,794,459.0739,283.4727,4.7989,208.6012
15128,171,404,44,24,67,473,760.893,268.5114,782.5258,885.5922
15129,721,379,322,332,806,209,276.649,391.5226,456.3956,208.0272
15130,63,29,941,80,23,939,306.6162,442.0178,905.6978,51.0102
15131,965,972,615,540,433,572,870.9967,16.6962,801.231,390.6901
15132,420,172,626,810,668,167,689.1014,730.7098,609.5729,140.1572
15133,51,520,179,479,498,152,938.2092,873.5021,618.982,10.0123
15134,900,462,163,399,997,563,892.607,271.7955,296.8217,942.0197
15135,281,162,668,147,261,41,527.7057,464.2956,41.4403,88.6207
15136,722,870,393,468,261,263,291.6407,484.4215,728.2804,231.3134
15137,304,879,211,70,496,954,172.468,140.5456,175.7934,304.0014
15138,77,1,177,678,576,901,660.9631,850.5484,510.4355,629.5986
15139,242,998,382,994,317,475,23.8451,94.1876,186.6048,713.4934
15140,421,110,389,471,930,759,171.2922,307.2655,844.2469,191.2198
15141,651,52,719,340,410,870,840.7788,427.2631,243.1811,471.3045
15142,459,648,585,465,866,53,618.8948,221.0621,420.9296,342.9598
15143,316,840,557,113,925,213,89.9048,52.5182,138.2988,974.7124
15144,54,507,820,983,970,19,281.8177,56.283,474.4423,998.9125
15145,86,540,511,742,261,803,329.6092,750.7463,721.395,479.7219
15146,661,857,889,925,542,917,15.6435,988.0783,220.2323,902.2464
15147,441,651,830,713,36,672,712.2352,548.5276,942.8019,508.115
15148,205,334,377,50,417,162,476.541,325.2171,935.0162,162.466
15149,958,493,801,721,488,700,646.9317,70.9095,848.6729,369.3193
15150,360,756,76,883,678,175,638.3019,135.118,195.8356,886.9814
15151,808,337,752,622,418,888,142.8563,815.5764,146.6454,908.7827
15152,576,314,666,258,693,784,126.4553,826.9034,831.3893,265.4656
15153,896,820,116,582,690,443,26.0627,764.7962,296.9543,46.8648
15154,689,200,235,8,193,183,865.1755,959.811,936.3014,304.9978
15155,210,411,41,324,651,391,536.5627,79.6419,866.0699,514.0313
15156,476,829,804,866,99,331,615.6462,3.7778,74.9713,754.755
15157,944,522,800,217,794,744,769.6474,331.3204,180.6931,369.5161
15158,468,740,543,335,482,121,459.9592,718.003,944.4712,787.4848
15159,549,909,254,962,52,357,651.26,188.2872,187.8438,512.7713
15160,263,330,119,507,299,286,167.1488,972.7488,300.5234,353.9656
15161,170,569,668,872,436,974,628.0406,310.8583,797.8573,138.9473
15162,440,265,220,558,656,616,996.2894,184.3557,651.8539,384.4681
15163,36,291,357,114,236,604,86.2806,618.2475,155.509,690.4686
15164,265,842,720,436,416,750,443.99,300.0914,164.4728,195.9129
15165,22,378,480,422,103,266,971.0851,317.3932,262.0254,906.8677
15166,129,575,331,826,745,570,371.008,691.1686,403.5897,397.9994
15167,789,608,343,700,636,952,395.2416,820.7023,242.6866,78.5895
15168,693,998,39,477,404,382,66.814,952.0261,667.0071,395.7175
15169,388,444,448,748,268,366,760.0347,228.3189,338.1256,807.4072
15170,782,323,184,791,263,941,561.7249,644.3917,484.9292,364.4446
15171,669,427,158,169,970,505,807.9875,80.7254,963.1053,595.4149
15172,510,141,486,307,427,185,572.056,803.8218,306.6759,746.7894
15173,759,478,105,310,900,954,599.8312,887.1184,423.9813,221.2054
15174,802,668,759,698,666,978,740.198,800.1777,56.4244,89.7172
15175,278,529,694,39,300,277,307.1364,237.7372,940.1627,525.8483
15176,300,713,790,870,314,846,558.2964,666.449,968.9551,221.0826
15177,222,734,883,5,273,616,995.3416,84.625,696.2438,320.0478
15178,149,130,64,658,846,964,689.3741,225.1108,972.3611,375.9347
15179,496,973,522,637,134,380,882.1547,13.8103,582.5282,368.7945
15180,793,745,734,620,836,86,1000.5598,901.3512,630.636,84.523
15181,564,662,881,362,402,295,689.871,235.4154,717.0161,142.37
15182,314,520,978,326,807,736,843.9756,279.0558,964.6722,335.3515
15183,462,157,539,431,995,150,240.3428,553.5554,499.7519,688.1438
15184,941,309,256,320,713,434,162.9646,503.8395,342.4035,526.1191
15185,366,522,631,592,128,565,41.639,980.5331,199.2919,8.014
15186,434,781,365,844,130,937,861.7667,675.6375,924.6854,866.6421
15187,679,758,928,539,405,693,498.1367,412.0214,107.0569,451.7014
15188,788,349,546,154,395,544,246.9733,898.6026,500.701,796.0158
15189,682,947,653,192,479,724,352.2994,879.5396,870.2325,403.5543
15190,995,665,129,149,594,235,84.039,400.0578,644.7754,136.8735
15191,753,501,893,903,245,17,932.8855,462.5751,845.5303,647.4042
15192,4,58,191,950,422,517,351.8811,616.587,710.9312,560.1721
15193,499,96,722,772,317,436,991.4577,844.0788,939.7871,623.9536
15194,59,984,20,598,331,941,323.396,96.3998,114.1148,583.4151
15195,733,305,983,114,578,805,582.6298,331.6894,22.9607,140.0943
15196,408,483,415,282,29,104,120.8201,646.3772,57.1587,971.6591
15197,25,594,720,433,284,596,784.91,408.4474,888.8124,308.9638
15198,488,493,75,399,274,783,145.2989,277.2457,672.3385,174.1108
15199,629,971,175,219,204,965,417.3701,668.242,507.5376,25.1243
15200,19,94,25,340,13,883,924.5495,574.3646,679.6566,871.8595
15201,763,280,33,691,911,791,637.5187,329.1478,347.3559,739.9924
15202,691,742,464,736,893,526,635.1617,895.6011,424.4594,646.4138
15203,574,740,350,26,416,105,618.5358,383.8595,298.855,436.0763
15204,847,652,669,794,521,106,701.14,1000.779,614.0546,344.3365
15205,273,138,434,34,592,438,797.5963,15.4431,261.1962,546.5835
15206,921,52,322,462,2,640,832.0755,323.2373,960.1728,351.1207
15207,934,710,726,496,639,343,914.6366,946.8872,285.1565,133.1797
15208,741,34,71,553,627,88,858.497,190.4171,539.5478,293.2144
15209,200,429,10,43,160,528,484.7986,368.0655,122.2437,882.9444
15210,422,261,136,952,442,308,286.2272,177.5994,234.2901,635.6334
15211,514,289,472,712,582,112,640.1663,703.3925,901.2975,469.4379
15212,523,641,643,624,79,60,278.9056,961.5004,701.5948,565.4448
15213,505,643,10,794,490,518,743.5858,353.279,811.7337,453.3315
15214,647,959,475,87,602,447,445.3466,28.8449,651.3728,806.6108
15215,347,846,261,312,321,237,523.1226,938.3601,73.4589,122.0458
15216,101,693,275,333,486,421,471.4364,252.9371,117.4378,261.5938
15217,413,925,938,310,99,298,70.2065,917.4004,869.5748,967.1653
15218,866,584,80,30,217,74,482.4666,562.0351,986.4482,675.9436
15219,706,629,271,972,663,751,399.6143,932.1251,872.7537,281.0252
15220,670,156,778,257,193,847,610.5528,49.4757,383.4507,46.5479
15221,862,870,51,868,843,744,475.524,912.9578,53.4851,41.8105
15222,891,646,271,283,891,663,914.4285,261.0716,189.638,366.9024
15223,277,76,659,108,765,139,383.0211,881.5791,401.3165,626.7712
15224,338,583,996,612,976,329,806.1748,852.1967,224.9708,867.2665
15225,612,840,912,464,2,973,405.4066,436.6466,935.6827,365.9134
15226,474,21,247,531,187,397,68.0282,74.3793,603.0462,638.6393
15227,714,330,992,148,906,326,567.9968,526.6217,876.8905,389.4893
15228,845,732,236,610,890,577,973.5778,276.8546,559.7245,226.0973
15229,34,46,672,136,656,482,477.446,643.4877,468.894,550.1045
15230,498,281,948,479,510,76,371.6451,217.4877,276.8469,822.2905
15231,582,284,36,847,597,738,78.2462,900.9924,904.5407,93.8394
15232,252,389,837,550,984,904,890.4305,129.1834,550.9781,20.3172
15233,219,389,617,153,179,912,901.4224,178.5832,477.7275,153.6797
15234,827,935,812,137,286,174,424.1775,466.2156,250.7997,432.4456
15235,731,642,699,807,988,135,335.1097,930.7372,447.7143,792.7771
15236,243,6,113,664,566,918,587.6468,11.5941,435.1108,753.6209
15237,137,265,206,980,257,305,115.0642,650.238,128.5455,553.9565
15238,562,2,158,534,933,733,537.6185,134.842,395.4386,781.3484
15239,806,880,308,677,940,660,42.7019,299.1107,587.747,966.9933
15240,833,905,951,743,398,465,528.6279,724.7188,105.8562,72.2044
15241,652,54,687,877,492,485,901.1572,1000.32,907.8767,460.8788
15242,744,174,367,577,963,704,9.2158,441.8731,102.0391,596.3095
15243,11,146,510,142,677,231,132.0037,217.5327,430.0667,216.4235
15244,711,972,125,544,819,974,613.4011,845.6698,717.2303,383.07
15245,615,410,499,999,290,675,394.9121,744.1934,618.3029,851.2758
15246,113,56,233,227,630,600,720.0951,608.042,384.1511,278.3521
15247,480,885,468,516,688,505,761.7205,246.8292,222.9549,271.3643
15248,240,858,260,92,146,811,585.7132,961.9493,438.3385,286.4591
15249,988,572,722,635,674,744,534.3248,653.3348,242.7284,96.5251
15250,24,696,782,831,498,768,485.5026,334.7692,985.5823,289.6193
15251,471,430,68,695,419,797,315.1129,476.2564,514.934,402.1482
15252,769,994,247,394,126,725,63.6451,972.0458,401.3663,894.1646
15253,980,112,560,840,638,931,539.1585,589.5911,404.3726,563.3643
15254,876,45,253,60,927,869,769.9793,780.1893,497.5033,901.7417
15255,413,427,402,436,914,948,163.0051,904.0769,443.5057,66.334
15256,279,924,558,649,65,886,540.9371,785.4221,57.2945,186.5795
15257,204,589,122,473,310,272,788.2692,48.2829,893.1322,852.0121
15258,782,211,528,543,684,588,219.184,194.2423,170.022,840.9367
15259,496,451,841,50,579,279,394.0142,249.4843,995.807,132.1006
15260,798,340,820,697,813,92,665.0844,262.713,163.9133,890.9699
15261,429,827,706,817,769,393,869.4545,257.3244,120.0737,733.3539
15262,442,853,888,701,24,952,2.4389,460.4898,250.7368,913.3127
15263,27,413,42,361,545,663,373.4964,744.9247,589.3643,900.3647
15264,226,360,308,439,410,338,729.5302,747.9522,521.0239,60.5855
15265,331,839,487,293,343,159,743.2337,884.3684,471.4987,824.6449
15266,128,175,590,310,787,202,789.176,850.8296,657.038,702.1436
15267,88,870,627,606,805,723,779.3994,373.4286,657.1691,942.9984
15268,640,861,393,151,452,539,983.9678,291.0724,736.8028,835.8601
15269,158,481,88,936,764,266,622.4363,430.237,497.2892,249.148
15270,971,99,796,482,499,390,920.111,900.8536,527.9961,384.5566
15271,486,789,664,832,258,81,960.3638,407.6145,587.6207,572.3473
15272,721,320,670,719,303,255,468.3299,509.3756,788.6488,814.3498
15273,315,237,362,15,961,134,291.5252,246.7103,781.9311,122.6855
15274,604,352,912,321,782,19,723.438,598.8038,352.3089,682.6237
15275,972,281,392,129,159,436,33.2569,308.6648,873.1144,118.2417
15276,37,377,923,250,141,847,282.347,56.5605,877.8696,923.8414
15277,204,832,210,402,418,338,721.3826,532.3668,475.1924,944.0329
15278,757,277,770,555,295,856,604.9242,191.9679,972.2019,347.5167
15279,861,2,645,685,845,876,20.1856,622.4462,927.1706,360.9673
15280,275,914,361,644,638,156,450.2047,736.42,570.6656,834.7122
15281,263,870,277,154,258,478,630.5005,611.598,414.727,393.7088
15282,38,298,784,494,598,531,37.5813,830.5823,438.1656,890.6619
15283,200,472,819,366,918,717,589.1954,176.6346,423.511,74.9819
15284,980,41,11,880,437,339,60.0903,530.4015,812.9481,634.5667
15285,269,691,221,914,309,835,447.7255,489.5001,865.2422,432.3236
15286,79,330,360,482,46,466,231.3748,40.0939,339.287,711.8968
15287,689,334,509,205,561,102,949.7875,684.4188,520.4444,904.7895
15288,59,960,386,57,314,533,290.9762,352.6021,477.4902,120.5585
15289,17,616,96,701,440,484,643.9201,153.7646,205.8522,352.9776
15290,61,9,610,813,868,789,116.7882,337.5178,141.417,540.5201
15291,103,294,455,582,149,714,72.1505,186.3847,846.3885,775.7596
15292,977,582,270,403,52,751,569.1562,135.4054,228.1125,468.2119
15293,4,758,756,258,772,611,147.9249,58.1613,418.8014,433.719
15294,242,623,976,432,871,723,98.4961,541.2365,394.147,86.7278
15295,723,538,376,34,68,377,936.6617,632.517,936.7438,470.6484
15296,582,169,288,237,518,647,640.7558,896.2107,774.4694,396.1192
15297,262,938,429,866,386,262,136.518,867.1735,431.2051,39.2821
15298,942,931,703,187,917,447,778.4284,232.2568,164.0354,462.7424
15299,844,69,249,905,997,96,14.5472,463.0554,808.6262,358.7332
15300,727,47,171,228,523,696,271.6131,549.552,600.2899,779.1617
15301,11,653,811,825,268,808,168.0566,148.9001,214.8099,817.7711
15302,239,450,362,969,171,217,320.4747,448.317,250.5142,846.5171
15303,890,313,334,149,601,99,310.4172,78.2461,808.7036,518.6956
15304,716,46,199,379,41,150,647.4444,851.1549,536.388,137.1329
15305,225,648,84,483,215,860,249.2674,528.1686,911.7331,146.2368
15306,43,231,354,788,420,309,751.3949,894.0858,841.448,878.2522
15307,557,708,976,304,773,136,985.8656,717.1307,744.8638,7.5533
15308,164,158,819,609,78,657,179.2076,525.1526,679.2091,725.7709
15309,150,188,13,767,543,969,355.0642,406.9608,959.7501,832.8014
15310,24,674,24,882,273,361,713.835,762.7451,115.6162,311.4039
15311,90,507,443,884,4,700,946.2054,757.9676,922.0155,966.1449
15312,186,211,235,515,374,523,427.6535,209.8026,210.0278,768.4972
15313,267,48,413,363,365,400,210.9601,744.117,661.3755,121.8224
15314,1,642,71,745,765,999,812.458,462.2385,690.6431,237.9822
15315,955,489,982,129,152,994,627.6233,535.1023,131.7403,518.3555
15316,73,964,671,529,236,526,701.3274,33.2681,770.0893,464.9008
15317,280,957,276,240,252,751,480.1373,752.1222,813.0831,645.7002
15318,866,125,593,726,46,145,403.0235,615.7238,633.8141,181.1831
15319,554,138,424,100,180,430,575.8762,852.8784,668.7809,782.6288
15320,571,617,771,796,509,789,265.1362,500.3564,985.4827,875.3599
15321,870,339,495,932,1,226,569.7792,129.0044,235.6101,608.851
15322,425,347,367,560,761,941,756.9371,494.5089,78.3458,273.1631
15323,170,503,830,295,325,272,304.3842,977.6135,39.5315,826.1424
15324,991,262,304,102,758,33,124.1177,781.7593,457.4896,146.6106
15325,767,289,875,101,337,165,897.0752,822.2288,987.2641,33.2493
15326,906,500,925,801,717,550,893.6738,223.1495,855.8932,445.3715
15327,854,229,242,312,70,126,394.8449,45.1503,27.6332,168.9447
15328,563,401,86,729,682,224,331.4485,435.4441,871.6722,698.6106
15329,707,323,245,58,952,478,327.9995,293.2302,298.79,646.9111
15330,117,90,848,899,233,751,350.9215,885.1179,835.9423,163.718
15331,507,262,387,725,515,32,51.3482,493.156,269.7665,461.826
15332,953,727,565,780,856,589,849.2828,893.0133,360.7808,520.8986
15333,75,318,383,63,553,571,50.6184,370.7927,385.2323,266.7986
15334,446,202,127,552,903,250,975.9218,412.099,680.0053,121.7181
15335,877,890,676,333,862,176,154.6473,836.9901,834.2309,934.7033
15336,688,797,155,512,630,215,255.6797,883.8589,872.6742,708.3942
15337,733,575,128,973,513,723,547.4677,691.1214,113.8978,250.8894
15338,541,474,500,242,747,685,388.5329,604.8328,790.4776,963.2269
15339,256,259,986,454,848,890,232.1766,276.1591,839.7913,175.276
15340,750,962,693,275,562,343,365.764,829.9435,726.8896,894.3057
15341,985,227,554,261,64,183,3.1006,272.1483,34.2482,923.6803
15342,219,700,51,42,67,406,959.9326,149.4222,670.3559,859.6946
15343,751,930,897,80,765,612,905.5094,511.3315,213.1625,394.6115
15344,258,259,591,724,385,503,931.6535,958.2944,956.4357,876.0754
15345,6,506,970,711,562,467,446.6498,910.4818,427.5438,922.4191
15346,440,828,494,282,403,342,781.1753,807.8718,814.264,420.3057
15347,321,93,899,808,204,339,7.3807,384.3571,93.7077,825.0399
15348,948,681,367,804,739,878,804.8717,991.9012,321.748,659.3232
15349,785,714,503,645,533,484,8.2317,862.5815,344.5833,720.4652
15350,487,468,735,820,475,786,741.8326,897.8546,750.3828,416.3897
15351,572,304,465,371,26,551,758.8268,887.0458,129.2696,504.4123
15352,342,7,886,541,382,914,617.6666,764.7328,495.1108,881.1996
15353,947,850,629,506,50,544,34.3259,845.8481,158.7902,220.6027
15354,843,846,923,614,212,9,104.7237,881.3378,601.5159,48.8834
15355,746,783,810,277,241,937,223.4489,948.2789,804.7674,552.589
15356,609,149,884,91,881,306,555.7112,305.4804,381.1659,863.4892
15357,131,164,607,767,19,534,274.4972,560.2661,845.2814,193.2967
15358,568,537,864,333,148,695,80.6617,284.5791,844.114,901.3041
15359,816,485,527,189,821,85,57.4668,750.7301,669.0085,448.921
15360,31,362,376,946,449,765,660.2016,158.427,850.3587,209.6028
15361,407,843,247,70,686,978,803.0701,916.2823,777.1401,722.1387
15362,624,566,983,673,424,730,454.9953,286.8318,969.752,312.4203
15363,587,198,25,56,455,484,158.09,394.3797,534.7183,923.8138
15364,909,504,419,995,797,191,999.6812,361.8274,583.3082,275.9162
15365,993,882,256,526,828,815,234.6225,706.6728,31.3118,209.229
15366,931,769,35,434,727,120,263.5803,450.902,721.5516,279.2329
15367,842,616,728,967,282,657,54.2012,555.9258,918.9178,910.5489
15368,416,268,384,260,470,128,697.4059,892.4404,916.613,997.4033
15369,73,801,865,273,184,53,674.2947,288.3101,961.0263,561.821
15370,226,416,541,489,804,198,567.209,688.4639,875.5172,488.3041
15371,163,286,29,542,437,231,290.7442,894.7758,616.4132,5.461
15372,805,194,62,74,526,709,707.1618,455.9428,484.4522,560.7306
15373,490,487,110,803,219,976,11.2956,895.0832,427.968,384.0095
15374,850,595,283,198,975,122,920.3147,425.8847,359.168,730.1947
15375,129,339,20,661,845,933,318.704,641.8748,459.9295,359.4738
15376,149,674,575,132,544,114,758.0509,457.5299,169.8289,550.8062
15377,608,48,224,584,87,764,113.9065,639.9192,881.0859,256.518
15378,246,338,646,889,108,465,207.3039,550.2532,772.9725,647.7832
15379,23,381,176,906,366,880,948.6304,387.394,933.9805,889.2889
15380,757,286,467,689,64,169,338.6461,27.3408,527.4123,789.1629
15381,667,216,105,63,551,453,790.0288,351.2307,871.8537,717.3334
15382,952,85,944,961,314,577,476.0337,766.9158,104.443,314.256
15383,694,541,93,429,698,931,492.6958,643.9425,565.804,276.0392
15384,582,703,267,968,369,97,945.6661,501.2038,28.5065,736.0096
15385,223,550,245,218,874,879,47.8169,461.3972,356.8124,627.703
15386,794,741,132,986,631,314,226.7911,721.2095,618.9885,342.919
15387,697,324,279,790,958,480,687.2435,435.4246,480.0848,799.7097
15388,868,624,551,19,6,18,107.0177,766.7803,201.8101,92.3771
15389,171,930,786,654,240,488,443.5667,12.323,647.1062,72.2548
15390,863,44,560,300,50,977,141.1275,441.5764,407.6731,676.2119
15391,454,952,45,617,788,821,173.0515,624.4285,169.2626,665.138
15392,33,135,468,696,170,348,373.8743,567.222,226.1295,408.7509
15393,604,610,853,372,510,414,574.9658,259.3065,665.7807,280.0237
15394,900,302,967,155,446,432,776.1447,625.1279,806.1816,271.3428
15395,264,219,744,375,150,161,266.2893,761.74,901.2678,298.4107
15396,710,726,298,595,721,711,490.981,447.6485,101.8928,175.8985
15397,46,847,369,567,372,448,927.3676,430.597,486.9141,563.8336
15398,504,673,674,210,994,209,347.0922,862.8668,947.1089,525.9587
15399,153,643,856,110,610,674,464.7827,719.7492,115.2515,277.3451
15400,356,812,564,364,984,282,881.2438,267.706,565.1078,294.0444
15401,715,419,772,168,230,445,900.1479,635.2125,470.6714,75.4644
15402,283,166,579,509,107,395,989.2333,429.1664,330.4406,183.1433
15403,161,118,521,12,917,664,954.8831,28.8308,321.6377,590.1404
15404,883,626,897,338,602,539,905.7974,855.5869,95.8663,524.2805
15405,990,69,285,235,582,35,512.2349,573.6807,553.1851,743.8807
15406,89,272,530,78,253,692,21.2116,516.6245,42.2324,313.9541
15407,102,801,252,831,82,332,704.962,697.8812,1.6998,8.1627
15408,542,376,673,36,434,658,356.6182,954.9477,249.5959,223.922
15409,903,201,790,741,494,136,214.9709,246.639,950.3531,969.1634
15410,691,216,836,363,368,334,627.5784,353.7988,454.3169,559.4992
15411,312,391,933,866,711,154,497.0745,188.8969,803.2965,891.5262
15412,371,705,308,312,352,640,447.4873,256.674,608.7965,316.3408
15413,556,461,649,211,442,310,256.8988,487.8743,944.1185,148.4807
15414,294,12,225,445,912,453,556.3044,764.0034,145.685,871.8117
15415,540,568,810,458,722,642,412.4441,468.7593,265.2875,60.0585
15416,829,834,119,709,284,932,123.6266,908.4855,129.6636,304.1402
15417,221,435,325,566,636,625,744.7652,405.9818,595.2833,77.5259
15418,640,327,254,300,169,327,424.8306,353.3833,169.3641,225.1294
15419,239,947,964,280,890,897,222.2966,323.3775,791.764,399.1629
15420,944,495,557,278,539,329,120.9336,912.3003,161.9458,886.3973
15421,437,165,48,68,655,451,853.0782,438.7098,737.1225,651.3922
15422,725,499,371,556,185,827,626.8947,558.5604,967.7973,927.0697
15423,978,254,144,343,945,107,729.9609,295.9479,569.5134,241.1391
15424,915,715,185,715,918,426,29.5854,769.7902,74.9051,601.5254
15425,23,703,462,5,609,589,567.5603,437.7333,135.8927,446.0244
15426,468,334,477,876,599,796,307.978,470.993,874.3799,484.9455
15427,431,69,210,836,40,883,98.1837,145.9118,442.3438,512.5566
15428,301,513,320,696,244,518,23.712,612.5984,404.504,536.0996
15429,884,655,684,284,956,385,171.3746,902.8656,11.4188,883.578
15430,626,227,348,692,902,716,483.3759,23.6661,432.046,959.5351
15431,398,566,691,404,449,827,586.1139,795.4819,610.6688,866.5978
15432,681,930,798,777,933,114,403.1936,287.3491,336.6615,34.9147
15433,260,116,483,849,430,95,906.8185,909.7564,284.9716,979.9229
15434,996,789,425,555,301,104,193.7908,610.0479,351.8694,754.9856
15435,173,472,786,356,152,976,99.738,184.4446,745.3411,732.1768
15436,770,807,937,873,156,602,844.0772,601.67,603.4281,216.8168
15437,544,513,300,473,424,230,511.2099,219.6818,592.0191,719.0375
15438,113,158,847,418,789,664,483.1853,842.1901,215.7765,20.9129
15439,687,624,424,194,562,733,222.4133,318.7339,651.9874,702.0893
15440,773,701,978,80,688,151,828.7965,572.7946,495.9746,112.4451
15441,495,203,386,782,234,95,378.672,711.0945,822.8142,858.4943
15442,746,560,311,436,780,6,302.0986,472.1328,575.0218,457.6654
15443,672,232,688,163,849,789,766.2012,561.8102,912.5897,347.9463
15444,391,724,333,223,392,589,289.8307,821.1697,527.2393,340.0186
15445,784,159,727,132,741,711,571.0095,515.4411,829.6066,273.5291
15446,953,935,577,847,217,852,445.2286,219.9807,961.1744,180.1006
15447,450,572,773,671,226,239,476.9125,315.3443,729.2063,78.7621
15448,648,102,243,971,480,567,794.9412,125.6388,557.0036,316.6366
15449,879,482,353,968,104,134,404.476,305.2985,278.9542,111.8699
15450,156,201,298,868,239,271,490.0914,269.6591,910.3987,240.2114
15451,153,461,358,693,809,491,14.2602,43.3147,914.0847,827.1131
15452,672,813,138,715,832,94,308.3759,925.9009,666.7887,627.5021
15453,875,32,435,405,620,679,156.2111,812.5124,228.5278,73.4872
15454,274,468,792,659,153,746,264.1363,959.8803,519.9503,403.2029
15455,514,840,755,859,828,457,199.0085,907.1538,130.308,45.5462
15456,312,150,834,601,195,931,952.5486,974.076,626.7788,940.1555
15457,455,36,856,788,954,435,666.3811,446.4271,656.1145,430.4313
15458,395,214,725,755,591,552,12.6913,153.805,294.9497,133.2195
15459,919,860,934,110,138,571,447.1287,699.8808,169.8602,627.3838
15460,75,876,767,315,17,831,615.5579,753.0542,906.2285,816.3166
15461,292,48,492,790,443,49,218.923,962.1447,618.8755,536.0093
15462,43,279,929,439,266,150,758.9407,139.229,678.018,792.5343
15463,11,96,257,397,658,201,963.034,117.1046,430.3287,928.4669
15464,408,874,347,458,928,319,64.1286,873.9381,626.5715,688.5957
15465,366,641,738,761,422,738,593.2467,256.1457,922.2714,103.206
15466,67,334,874,700,920,688,576.2971,914.9068,882.9628,743.2179
15467,874,722,331,892,128,796,697.2104,188.0549,937.4749,12.1562
15468,805,680,419,59,203,255,897.1306,334.9293,707.8272,126.8455
15469,386,822,987,507,28,787,682.0332,667.8733,47.6757,835.2355
15470,931,380,544,451,371,216,486.5108,622.4558,951.5457,311.6294
15471,435,655,126,817,975,597,831.9877,277.4255,722.7199,701.0225
15472,261,550,868,589,834,38,319.3839,281.7793,324.129,58.5683
15473,122,303,508,851,797,194,232.4477,110.6729,808.5129,743.9539
15474,174,859,682,982,995,512,417.002,201.8924,718.3059,56.1626
15475,933,820,209,163,542,929,942.6127,337.1867,563.0415,994.0232
15476,652,545,490,770,258,47,479.108,655.6916,131.4964,562.6096
15477,989,573,794,531,783,225,990.2551,510.4256,880.1976,571.6971
15478,17,779,637,119,30,627,792.8848,635.7227,77.3435,847.9246
15479,438,34,490,766,199,373,893.1958,109.0801,853.1588,613.0403
15480,123,68,115,547,536,609,866.2591,162.0001,778.3873,870.0487
15481,412,887,695,601,911,655,776.1337,882.0455,447.8882,642.8733
15482,865,921,270,360,646,564,706.0346,903.4545,959.2984,943.5946
15483,947,458,119,448,439,920,439.0773,782.5898,450.3776,427.5109
15484,652,719,881,506,766,13,99.4289,646.7443,829.4605,269.1963
15485,959,597,81,780,563,362,972.3341,123.6802,899.9619,855.2713
15486,338,128,636,693,789,757,608.282,942.3747,961.0416,696.4523
15487,788,127,574,71,490,211,977.9648,998.5389,618.412,595.6789
15488,952,65,764,560,397,914,265.592,816.2054,893.1862,121.0112
15489,353,8,682,981,553,597,518.6277,930.1593,535.4639,329.8852
15490,970,784,397,885,814,130,912.4193,47.0235,359.7286,648.8575
15491,745,923,129,648,381,717,983.2111,865.8084,153.6238,888.1082
15492,113,148,197,178,844,220,705.2083,463.7348,341.0353,954.4042
15493,792,975,731,770,368,733,283.8401,698.1814,406.8334,257.0316
15494,69,136,846,1000,936,763,191.8478,855.2947,541.6335,892.118
15495,255,362,311,678,620,416,515.153,250.4916,424.5577,927.2998
15496,120,686,331,254,562,995,341.7444,903.6075,82.6068,603.9428
15497,632,805,771,264,309,100,740.0327,863.5461,408.496,972.1568
15498,986,167,568,912,156,788,522.7592,203.8418,938.252,70.6413
